; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m2/peak-motifs_positions_6nt_m2_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26589
;		c	0.23416
;		g	0.23390
;		t	0.26605
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name            	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	positions_6nt_m2	14	4	1	-40.300	13.500	53.800	a:0.266 c:0.234 g:0.234 t:0.266 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
positions_6nt_m2	-5.0	824	2735030	35196	1.270511e-02	1.127429e-02	31232.33	1.394956e-108	2.413275e-106	105.62	1
positions_6nt_m2	-4.9	859	2735889	34337	1.239502e-02	1.093494e-02	30292.26	3.836060e-116	6.636384e-114	113.18	2
positions_6nt_m2	-4.8	851	2736740	33486	1.208783e-02	1.066356e-02	29540.47	2.385898e-113	4.127604e-111	110.38	3
positions_6nt_m2	-4.7	887	2737627	32599	1.176764e-02	1.033695e-02	28635.69	1.101509e-117	1.905611e-115	114.72	4
positions_6nt_m2	-4.6	916	2738543	31683	1.143698e-02	1.003969e-02	27812.20	1.478832e-115	2.558380e-113	112.59	5
positions_6nt_m2	-4.5	804	2739347	30879	1.114675e-02	9.769814e-03	27064.58	3.161016e-115	5.468557e-113	112.26	6
positions_6nt_m2	-4.4	881	2740228	29998	1.082872e-02	9.441482e-03	26155.03	1.176052e-120	2.034570e-118	117.69	7
positions_6nt_m2	-4.3	876	2741104	29122	1.051250e-02	9.168011e-03	25397.45	9.145566e-117	1.582183e-114	113.80	8
positions_6nt_m2	-4.2	924	2742028	28198	1.017896e-02	8.861998e-03	24549.73	8.194455e-116	1.417641e-113	112.85	9
positions_6nt_m2	-4.1	910	2742938	27288	9.850463e-03	8.525814e-03	23618.42	2.180451e-121	3.772181e-119	118.42	10
positions_6nt_m2	-4.0	871	2743809	26417	9.536049e-03	8.252665e-03	22861.74	9.605211e-118	1.661702e-115	114.78	11
positions_6nt_m2	-3.9	790	2744599	25627	9.250873e-03	7.920952e-03	21942.82	6.117051e-131	1.058250e-128	127.98	12
positions_6nt_m2	-3.8	836	2745435	24791	8.949093e-03	7.628890e-03	21133.74	1.119524e-133	1.936777e-131	130.71	13
positions_6nt_m2	-3.7	768	2746203	24023	8.671859e-03	7.348317e-03	20356.49	4.672463e-139	8.083361e-137	136.09	14
positions_6nt_m2	-3.6	776	2746979	23247	8.391737e-03	7.107373e-03	19689.02	2.179368e-135	3.770306e-133	132.42	15
positions_6nt_m2	-3.5	665	2747644	22582	8.151684e-03	6.854497e-03	18988.50	1.125562e-142	1.947223e-140	139.71	16
positions_6nt_m2	-3.4	598	2748242	21984	7.935817e-03	6.595830e-03	18271.93	2.749652e-157	4.756898e-155	154.32	17
positions_6nt_m2	-3.3	518	2748760	21466	7.748829e-03	6.378998e-03	17671.26	3.621931e-169	6.265940e-167	166.20	18
positions_6nt_m2	-3.2	542	2749302	20924	7.553177e-03	6.200150e-03	17175.81	1.360203e-169	2.353151e-167	166.63	19
positions_6nt_m2	-3.1	468	2749770	20456	7.384238e-03	6.016077e-03	16665.89	4.383016e-178	7.582618e-176	175.12	20
positions_6nt_m2	-3.0	444	2750214	20012	7.223962e-03	5.846261e-03	16195.46	2.983234e-185	5.160995e-183	182.29	21
positions_6nt_m2	-2.9	423	2750637	19589	7.071267e-03	5.671811e-03	15712.19	3.177553e-196	5.497167e-194	193.26	22
positions_6nt_m2	-2.8	435	2751072	19154	6.914240e-03	5.521571e-03	15295.99	3.121980e-199	5.401025e-197	196.27	23
positions_6nt_m2	-2.7	410	2751482	18744	6.766237e-03	5.379960e-03	14903.70	3.190592e-202	5.519724e-200	199.26	24
positions_6nt_m2	-2.6	390	2751872	18354	6.625455e-03	5.256159e-03	14560.74	9.236785e-202	1.597964e-199	198.80	25
positions_6nt_m2	-2.5	391	2752263	17963	6.484311e-03	5.119150e-03	14181.20	1.774207e-205	3.069378e-203	202.51	26
positions_6nt_m2	-2.4	423	2752686	17540	6.331616e-03	4.967161e-03	13760.15	5.729018e-211	9.911202e-209	208.00	27
positions_6nt_m2	-2.3	442	2753128	17098	6.172062e-03	4.827339e-03	13372.82	1.374044e-210	2.377096e-208	207.62	28
positions_6nt_m2	-2.2	437	2753565	16661	6.014313e-03	4.700524e-03	13021.51	2.126269e-206	3.678446e-204	203.43	29
positions_6nt_m2	-2.1	457	2754022	16204	5.849344e-03	4.555107e-03	12618.67	2.148222e-206	3.716424e-204	203.43	30
positions_6nt_m2	-2.0	505	2754527	15699	5.667049e-03	4.406214e-03	12206.20	2.140962e-202	3.703864e-200	199.43	31
positions_6nt_m2	-1.9	492	2755019	15207	5.489446e-03	4.256108e-03	11790.38	2.778177e-200	4.806246e-198	197.32	32
positions_6nt_m2	-1.8	511	2755530	14696	5.304984e-03	4.088236e-03	11325.33	1.985630e-202	3.435140e-200	199.46	33
positions_6nt_m2	-1.7	438	2755968	14258	5.146874e-03	3.935676e-03	10902.71	1.115208e-207	1.929311e-205	204.71	34
positions_6nt_m2	-1.6	432	2756400	13826	4.990930e-03	3.801352e-03	10530.60	4.344244e-207	7.515542e-205	204.12	35
positions_6nt_m2	-1.5	405	2756805	13421	4.844733e-03	3.639961e-03	10083.51	1.547845e-220	2.677772e-218	217.57	36
positions_6nt_m2	-1.4	459	2757264	12962	4.679042e-03	3.512560e-03	9730.58	3.256967e-214	5.634553e-212	211.25	37
positions_6nt_m2	-1.3	386	2757650	12576	4.539703e-03	3.365244e-03	9322.48	1.869286e-225	3.233864e-223	222.49	38
positions_6nt_m2	-1.2	349	2757999	12227	4.413721e-03	3.250470e-03	9004.53	2.262854e-228	3.914737e-226	225.41	39
positions_6nt_m2	-1.1	367	2758366	11860	4.281241e-03	3.129343e-03	8668.98	6.783522e-232	1.173549e-229	228.93	40
positions_6nt_m2	-1.0	341	2758707	11519	4.158146e-03	3.005976e-03	8327.23	2.008446e-240	3.474612e-238	237.46	41
positions_6nt_m2	-0.9	289	2758996	11230	4.053822e-03	2.912136e-03	8067.27	4.676210e-243	8.089844e-241	240.09	42
positions_6nt_m2	-0.8	283	2759279	10947	3.951665e-03	2.815380e-03	7799.24	3.384456e-248	5.855110e-246	245.23	43
positions_6nt_m2	-0.7	300	2759579	10647	3.843370e-03	2.712423e-03	7514.02	3.212143e-254	5.557007e-252	251.26	44
positions_6nt_m2	-0.6	272	2759851	10375	3.745183e-03	2.625843e-03	7274.18	1.452687e-256	2.513148e-254	253.60	45
positions_6nt_m2	-0.5	288	2760139	10087	3.641220e-03	2.545390e-03	7051.30	2.125247e-253	3.676678e-251	250.43	46
positions_6nt_m2	-0.4	253	2760392	9834	3.549892e-03	2.466838e-03	6833.70	8.362385e-255	1.446693e-252	251.84	47
positions_6nt_m2	-0.3	260	2760652	9574	3.456037e-03	2.398460e-03	6644.27	8.661202e-250	1.498388e-247	246.82	48
positions_6nt_m2	-0.2	231	2760883	9343	3.372650e-03	2.324371e-03	6439.03	1.562120e-252	2.702468e-250	249.57	49
positions_6nt_m2	-0.1	266	2761149	9077	3.276629e-03	2.250946e-03	6235.63	2.334214e-249	4.038191e-247	246.39	50
positions_6nt_m2	0.0	270	2761419	8807	3.179164e-03	2.169044e-03	6008.74	2.658522e-250	4.599243e-248	247.34	51
positions_6nt_m2	0.1	256	2761675	8551	3.086753e-03	2.101032e-03	5820.33	7.073698e-246	1.223750e-243	242.91	52
positions_6nt_m2	0.2	277	2761952	8274	2.986761e-03	2.016247e-03	5585.46	1.467799e-247	2.539292e-245	244.60	53
positions_6nt_m2	0.3	284	2762236	7990	2.884242e-03	1.937990e-03	5368.67	2.033295e-244	3.517600e-242	241.45	54
positions_6nt_m2	0.4	296	2762532	7694	2.777392e-03	1.858264e-03	5147.81	3.915734e-240	6.774220e-238	237.17	55
positions_6nt_m2	0.5	238	2762770	7456	2.691478e-03	1.785277e-03	4945.62	3.907335e-242	6.759690e-240	239.17	56
positions_6nt_m2	0.6	290	2763060	7166	2.586793e-03	1.704852e-03	4722.82	1.397786e-239	2.418170e-237	236.62	57
positions_6nt_m2	0.7	283	2763343	6883	2.484636e-03	1.625600e-03	4503.28	1.028392e-237	1.779118e-235	234.75	58
positions_6nt_m2	0.8	243	2763586	6640	2.396917e-03	1.546917e-03	4285.31	3.151096e-243	5.451395e-241	240.26	59
positions_6nt_m2	0.9	261	2763847	6379	2.302701e-03	1.464684e-03	4057.50	3.115882e-248	5.390475e-246	245.27	60
positions_6nt_m2	1.0	251	2764098	6128	2.212095e-03	1.391581e-03	3854.99	2.234383e-249	3.865482e-247	246.41	61
positions_6nt_m2	1.1	216	2764314	5912	2.134123e-03	1.329707e-03	3683.59	6.853349e-250	1.185629e-247	246.93	62
positions_6nt_m2	1.2	232	2764546	5680	2.050375e-03	1.259647e-03	3489.51	1.908029e-253	3.300891e-251	250.48	63
positions_6nt_m2	1.3	213	2764759	5467	1.973486e-03	1.199481e-03	3322.83	6.162676e-254	1.066143e-251	250.97	64
positions_6nt_m2	1.4	204	2764963	5263	1.899846e-03	1.149731e-03	3185.01	1.933708e-248	3.345314e-246	245.48	65
positions_6nt_m2	1.5	145	2765108	5118	1.847503e-03	1.093987e-03	3030.59	4.216715e-261	7.294916e-259	258.14	66
positions_6nt_m2	1.6	138	2765246	4980	1.797688e-03	1.052853e-03	2916.64	6.610419e-264	1.143602e-261	260.94	67
positions_6nt_m2	1.7	154	2765400	4826	1.742097e-03	1.007810e-03	2791.86	1.304248e-266	2.256349e-264	263.65	68
positions_6nt_m2	1.8	144	2765544	4682	1.690115e-03	9.731732e-04	2695.91	9.516922e-263	1.646428e-260	259.78	69
positions_6nt_m2	1.9	108	2765652	4574	1.651129e-03	9.370727e-04	2595.90	4.618698e-269	7.990347e-267	266.10	70
positions_6nt_m2	2.0	107	2765759	4467	1.612504e-03	9.005480e-04	2494.72	1.782443e-276	3.083626e-274	273.51	71
positions_6nt_m2	2.1	108	2765867	4359	1.573518e-03	8.685129e-04	2405.98	9.532102e-280	1.649054e-277	276.78	72
positions_6nt_m2	2.2	138	2766005	4221	1.523703e-03	8.356290e-04	2314.88	2.897657e-276	5.012947e-274	273.30	73
positions_6nt_m2	2.3	102	2766107	4119	1.486883e-03	8.036998e-04	2226.43	1.805721e-281	3.123897e-279	278.51	74
positions_6nt_m2	2.4	134	2766241	3985	1.438511e-03	7.749596e-04	2146.81	4.771662e-275	8.254975e-273	272.08	75
positions_6nt_m2	2.5	143	2766384	3842	1.386891e-03	7.418627e-04	2055.13	9.462232e-271	1.636966e-268	267.79	76
positions_6nt_m2	2.6	126	2766510	3716	1.341407e-03	7.048929e-04	1952.71	1.957853e-275	3.387086e-273	272.47	77
positions_6nt_m2	2.7	159	2766669	3557	1.284011e-03	6.706058e-04	1857.73	2.939639e-268	5.085575e-266	265.29	78
positions_6nt_m2	2.8	138	2766807	3419	1.234196e-03	6.397550e-04	1772.27	2.659185e-263	4.600391e-261	260.34	79
positions_6nt_m2	2.9	150	2766957	3269	1.180049e-03	6.061547e-04	1679.19	4.274086e-258	7.394169e-256	255.13	80
positions_6nt_m2	3.0	134	2767091	3135	1.131677e-03	5.724515e-04	1585.82	7.273132e-258	1.258252e-255	254.90	81
positions_6nt_m2	3.1	149	2767240	2986	1.077891e-03	5.372896e-04	1488.41	3.271085e-255	5.658977e-253	252.25	82
positions_6nt_m2	3.2	127	2767367	2859	1.032046e-03	5.066946e-04	1403.66	5.629652e-254	9.739297e-252	251.01	83
positions_6nt_m2	3.3	109	2767476	2750	9.926991e-04	4.781634e-04	1324.62	4.245652e-256	7.344979e-254	253.13	84
positions_6nt_m2	3.4	127	2767603	2623	9.468545e-04	4.557457e-04	1262.52	8.304218e-245	1.436630e-242	241.84	85
positions_6nt_m2	3.5	115	2767718	2508	9.053416e-04	4.319260e-04	1196.53	3.401965e-239	5.885399e-237	236.23	86
positions_6nt_m2	3.6	68	2767786	2440	8.807949e-04	4.087510e-04	1132.33	2.640253e-248	4.567637e-246	245.34	87
positions_6nt_m2	3.7	72	2767858	2368	8.548042e-04	3.908760e-04	1082.81	3.065326e-249	5.303013e-247	246.28	88
positions_6nt_m2	3.8	80	2767938	2288	8.259257e-04	3.761339e-04	1041.98	4.238998e-243	7.333467e-241	240.13	89
positions_6nt_m2	3.9	68	2768006	2220	8.013789e-04	3.616805e-04	1001.94	1.075436e-240	1.860505e-238	237.73	90
positions_6nt_m2	4.0	54	2768060	2166	7.818859e-04	3.485981e-04	965.70	3.085148e-241	5.337306e-239	238.27	91
positions_6nt_m2	4.1	71	2768131	2095	7.562563e-04	3.352946e-04	928.84	3.171009e-236	5.485845e-234	233.26	92
positions_6nt_m2	4.2	70	2768201	2025	7.309876e-04	3.251348e-04	900.70	7.823269e-227	1.353426e-224	223.87	93
positions_6nt_m2	4.3	65	2768266	1960	7.075238e-04	3.131195e-04	867.41	5.238923e-222	9.063336e-220	219.04	94
positions_6nt_m2	4.4	52	2768318	1908	6.887527e-04	3.023005e-04	837.44	5.152945e-220	8.914595e-218	217.05	95
positions_6nt_m2	4.5	59	2768377	1849	6.674548e-04	2.926706e-04	810.76	1.029242e-213	1.780589e-211	210.75	96
positions_6nt_m2	4.6	49	2768426	1800	6.497667e-04	2.808199e-04	777.93	1.663582e-214	2.877996e-212	211.54	97
positions_6nt_m2	4.7	48	2768474	1752	6.324396e-04	2.701035e-04	748.25	5.266506e-214	9.111055e-212	211.04	98
positions_6nt_m2	4.8	65	2768539	1687	6.089758e-04	2.588719e-04	717.13	4.123941e-208	7.134417e-206	205.15	99
positions_6nt_m2	4.9	67	2768606	1620	5.847900e-04	2.454582e-04	679.97	4.309745e-205	7.455860e-203	202.13	100
positions_6nt_m2	5.0	52	2768658	1568	5.660190e-04	2.343518e-04	649.21	5.127698e-204	8.870917e-202	201.05	101
positions_6nt_m2	5.1	69	2768727	1499	5.411113e-04	2.213380e-04	613.16	8.689073e-200	1.503210e-197	196.82	102
positions_6nt_m2	5.2	71	2768798	1428	5.154816e-04	2.098292e-04	581.27	3.210202e-192	5.553649e-190	189.26	103
positions_6nt_m2	5.3	95	2768893	1333	4.811884e-04	1.969002e-04	545.46	8.857094e-178	1.532277e-175	174.81	104
positions_6nt_m2	5.4	53	2768946	1280	4.620563e-04	1.856457e-04	514.28	7.569757e-177	1.309568e-174	173.88	105
positions_6nt_m2	5.5	55	2769001	1225	4.422023e-04	1.759421e-04	487.40	1.829467e-172	3.164978e-170	169.50	106
positions_6nt_m2	5.6	59	2769060	1166	4.209044e-04	1.654078e-04	458.22	4.670771e-168	8.080434e-166	165.09	107
