; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/data/sequences/peak-motifs_test.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/10/07/peak-motifs.2014-10-07.093009_2014-10-07.093009_rKpHEN/results/discovered_motifs/positions_6nt_m1/peak-motifs_positions_6nt_m1_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.26589
;		c	0.23416
;		g	0.23390
;		t	0.26605
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name            	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	positions_6nt_m1	14	4	1	-41.600	13.500	55.100	a:0.266 c:0.234 g:0.234 t:0.266 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
positions_6nt_m1	-5.0	776	2740870	29356	1.059698e-02	8.886255e-03	24616.92	7.639324e-191	1.344521e-188	187.87	1
positions_6nt_m1	-4.9	694	2741564	28662	1.034646e-02	8.599317e-03	23822.03	8.109600e-205	1.427290e-202	201.85	2
positions_6nt_m1	-4.8	722	2742286	27940	1.008583e-02	8.371196e-03	23190.09	1.602652e-202	2.820667e-200	199.55	3
positions_6nt_m1	-4.7	695	2742981	27245	9.834945e-03	8.098684e-03	22435.17	7.400803e-214	1.302541e-211	210.89	4
positions_6nt_m1	-4.6	687	2743668	26558	9.586950e-03	7.858341e-03	21769.36	5.286824e-218	9.304811e-216	215.03	5
positions_6nt_m1	-4.5	658	2744326	25900	9.349424e-03	7.648278e-03	21187.44	9.669263e-217	1.701790e-214	213.77	6
positions_6nt_m1	-4.4	730	2745056	25170	9.085908e-03	7.399391e-03	20497.97	9.418213e-220	1.657605e-217	216.78	7
positions_6nt_m1	-4.3	632	2745688	24538	8.857767e-03	7.199282e-03	19943.62	3.130367e-218	5.509445e-216	215.26	8
positions_6nt_m1	-4.2	614	2746302	23924	8.636125e-03	6.981593e-03	19340.58	1.987993e-223	3.498867e-221	220.46	9
positions_6nt_m1	-4.1	666	2746968	23258	8.395711e-03	6.749241e-03	18696.91	2.629591e-228	4.628081e-226	225.33	10
positions_6nt_m1	-4.0	619	2747587	22639	8.172263e-03	6.564486e-03	18185.10	9.044846e-224	1.591893e-221	220.80	11
positions_6nt_m1	-3.9	596	2748183	22043	7.957118e-03	6.342342e-03	17569.71	7.869232e-233	1.384985e-230	229.86	12
positions_6nt_m1	-3.8	585	2748768	21458	7.745944e-03	6.146248e-03	17026.48	2.453773e-235	4.318641e-233	232.36	13
positions_6nt_m1	-3.7	615	2749383	20843	7.523940e-03	5.953953e-03	16493.78	9.722259e-234	1.711118e-231	230.77	14
positions_6nt_m1	-3.6	596	2749979	20247	7.308795e-03	5.786432e-03	16029.71	3.280869e-226	5.774330e-224	223.24	15
positions_6nt_m1	-3.5	550	2750529	19697	7.110255e-03	5.602137e-03	15519.18	7.882609e-229	1.387339e-226	225.86	16
positions_6nt_m1	-3.4	557	2751086	19140	6.909189e-03	5.408603e-03	14983.04	5.231147e-234	9.206818e-232	231.04	17
positions_6nt_m1	-3.3	509	2751595	18631	6.725449e-03	5.237117e-03	14507.99	3.268379e-237	5.752346e-235	234.24	18
positions_6nt_m1	-3.2	489	2752084	18142	6.548929e-03	5.086543e-03	14090.86	1.492592e-235	2.626962e-233	232.58	19
positions_6nt_m1	-3.1	483	2752567	17659	6.374575e-03	4.925213e-03	13643.94	1.973973e-238	3.474192e-236	235.46	20
positions_6nt_m1	-3.0	414	2752981	17245	6.225128e-03	4.769341e-03	13212.14	1.605690e-247	2.826015e-245	244.55	21
positions_6nt_m1	-2.9	499	2753480	16746	6.044999e-03	4.602833e-03	12750.88	4.693166e-251	8.259973e-249	248.08	22
positions_6nt_m1	-2.8	425	2753905	16321	5.891581e-03	4.457653e-03	12348.70	1.324895e-255	2.331815e-253	252.63	23
positions_6nt_m1	-2.7	410	2754315	15911	5.743579e-03	4.313949e-03	11950.61	9.716227e-262	1.710056e-259	258.77	24
positions_6nt_m1	-2.6	440	2754755	15471	5.584747e-03	4.187882e-03	11601.37	2.959324e-257	5.208410e-255	254.28	25
